object_id,bc_cluster,bc_cluster_bc_names,called_barcodes,bc_016,bc_040,bc_052,bc_092,bc_093,cluster_bc_count,nonzero_cluster_bc_count
33501,324.0,bc_048-bc_060,"['bc_004', 'bc_009', 'bc_041', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33515,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_016', 'bc_040', 'bc_048', 'bc_052', 'bc_060', 'bc_092', 'bc_093']",4.0,21.0,26.0,22.0,37.0,110.0,5
33542,165.0,bc_024-bc_048-bc_060,"['bc_024', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33543,324.0,bc_048-bc_060,"['bc_024', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33544,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,1.0,1.0,0.0,1.0,3.0,3
33556,822.0,bc_009-bc_024,"['bc_004', 'bc_009', 'bc_024', 'bc_041', 'bc_048']",1.0,2.0,0.0,0.0,0.0,3.0,2
33565,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_004', 'bc_009', 'bc_040', 'bc_041', 'bc_052', 'bc_092', 'bc_093']",1.0,11.0,8.0,7.0,11.0,38.0,5
33579,1623.0,bc_009-bc_024-bc_048-bc_060,"['bc_004', 'bc_009', 'bc_024', 'bc_040', 'bc_048', 'bc_092']",0.0,4.0,0.0,3.0,0.0,7.0,2
33599,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_016', 'bc_040', 'bc_048', 'bc_052', 'bc_092', 'bc_093']",3.0,22.0,18.0,13.0,23.0,79.0,5
33647,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33651,196.0,bc_009-bc_048-bc_060,"['bc_004', 'bc_009', 'bc_041', 'bc_048']",0.0,0.0,0.0,0.0,0.0,0.0,0
33660,324.0,bc_048-bc_060,"['bc_048', 'bc_052', 'bc_060']",0.0,0.0,3.0,0.0,0.0,3.0,1
33668,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,1.0,1.0,2.0,2
33691,196.0,bc_009-bc_048-bc_060,"['bc_009', 'bc_040', 'bc_048', 'bc_052', 'bc_060']",0.0,3.0,3.0,0.0,2.0,8.0,3
33696,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,1.0,1.0,0.0,0.0,2.0,2
33713,324.0,bc_048-bc_060,"['bc_009', 'bc_048', 'bc_060']",0.0,0.0,1.0,0.0,0.0,1.0,1
